영업상태명,지번주소,사업장명
영업/정상,서울특별시 도봉구 창동 529-16번지 지하1층 ,양지식당
영업/정상,"서울특별시 도봉구 창동 12-1번지 영진빌딩 106,107,108호 ",족발야시장 창동역점
영업/정상,서울특별시 도봉구 창동 442-48 1층 ,이치돈까스
영업/정상,서울특별시 도봉구 창동 658-49 ,쌍문동커피(쌍커)
영업/정상,서울특별시 도봉구 창동 338번지 신원리베르텔 106호,서종냉면
영업/정상,"서울특별시 도봉구 창동 14번지 창동씨티월드 101,102호 ",밀숲(창동점)
영업/정상,서울특별시 도봉구 창동 700-27 ,도봉관
영업/정상,서울특별시 도봉구 창동 651-5 1층 ,파스타 잇
영업/정상,서울특별시 도봉구 창동 296-7 1층 ,호식이두마리치킨 창동점
영업/정상,서울특별시 도봉구 창동 338번지 신원리베르텔 1층 117호,즐거운술상
영업/정상,서울특별시 도봉구 창동 715-3 미소애아파트 104호,옆집떡볶이 쌍문점
영업/정상,서울특별시 도봉구 창동 585-141번지 1층 ,유나네후다닭통닭
영업/정상,서울특별시 도봉구 창동 655-24 1층 ,귀한족발
영업/정상,서울특별시 도봉구 창동 487-27번지 1층 ,동대문곱순이네곱창
영업/정상,서울특별시 도봉구 창동 14 창동씨티월드 ,방콕스토리
영업/정상,서울특별시 도봉구 창동 581-7번지 ,낙지랑아구랑
영업/정상,서울특별시 도봉구 창동 651-64번지 1층 ,트라토리아 진
영업/정상,서울특별시 도봉구 창동 661-32번지 외 2필지 ,춘천닭갈비
영업/정상,서울특별시 도봉구 창동 824 한승미메이드A 상가동 101호,짝태앤노가리 창동점
영업/정상,서울특별시 도봉구 창동 262-18번지 지층 B01호,찰리네맥주집 창동역점
영업/정상,서울특별시 도봉구 창동 75-1번지 지하1층 ,병장부대찌개
영업/정상,서울특별시 도봉구 창동 828 성우스타팰리스 2단지상가 204동 102호,블루밍
영업/정상,서울특별시 도봉구 창동 655-23 1층,미스터빽실장
영업/정상,서울특별시 도봉구 창동 13-2번지 EQ빌딩 105호,창동역 통닭과 노가리
영업/정상,서울특별시 도봉구 창동 601-36 1층 ,원샷비어
영업/정상,서울특별시 도봉구 창동 74-4 1층,라온포차
영업/정상,서울특별시 도봉구 창동 296-3번지 지하1층 ,강명수아저씨네
영업/정상,서울특별시 도봉구 창동 650-28 1층,스시혼
영업/정상,서울특별시 도봉구 창동 3-3번지 108호,원조돈곱창
영업/정상,서울특별시 도봉구 창동 659-32번지 1층 ,창동생선구이
영업/정상,서울특별시 도봉구 창동 650-1번지 지하1층 ,알에이(RA)
영업/정상,서울특별시 도봉구 창동 655-1 ,육회 바른 연어 쌍문점
영업/정상,서울특별시 도봉구 창동 676-78,창동육칼
영업/정상,서울특별시 도봉구 창동 562-3 1층 105호,고모네 포차
영업/정상,서울특별시 도봉구 창동 578-158 ,청춘꼬마김밥 창동점
영업/정상,서울특별시 도봉구 창동 749-16 ,삼화식당
영업/정상,서울특별시 도봉구 창동 676-13 ,빛고을 흑염소
영업/정상,서울특별시 도봉구 창동 562-1 ,가츠가츠
영업/정상,서울특별시 도봉구 창동 676-77,쿠키포키
영업/정상,서울특별시 도봉구 창동 9번지 ,김복남맥주 창동점
영업/정상,서울특별시 도봉구 창동 623-38 1층,창동 쿠리야
영업/정상,서울특별시 도봉구 창동 662-92번지 1층 ,카페알로
영업/정상,서울특별시 도봉구 창동 674-13 ,톤톤
영업/정상,서울특별시 도봉구 창동 443-8 ,먹고을밥상
영업/정상,서울특별시 도봉구 창동 135-28번지 창동SR스타빌 110호,골목집 조개찜
영업/정상,서울특별시 도봉구 창동 731-72 ,토핑폭탄김치찜&김치찌개 쌍문점
영업/정상,서울특별시 도봉구 창동 676-26 ,더(The)
영업/정상,서울특별시 도봉구 창동 569-85번지 ,메가커피(신창시장점)
영업/정상,서울특별시 도봉구 창동 657-95,60계 서울쌍문점
영업/정상,서울특별시 도봉구 창동 582-61번지 1층 ,뚱땡이김밥
영업/정상,서울특별시 도봉구 창동 822번지 창동대림아파트 ,맘스터치
영업/정상,서울특별시 도봉구 창동 219-5번지 105호,등촌샤브칼국수
영업/정상,서울특별시 도봉구 창동 4번지 월드프라자 106호,을지로골뱅이
영업/정상,서울특별시 도봉구 창동 296-15 ,토스트유
영업/정상,서울특별시 도봉구 창동 651-77번지 ,품바네
영업/정상,서울특별시 도봉구 창동 33-3 ,비에이치씨(BHC)창동행복점
영업/정상,서울특별시 도봉구 창동 804 창동대우아파트 상가 155호,카페보다
영업/정상,서울특별시 도봉구 창동 715-14번지 ,(주)씨네그릴
영업/정상,서울특별시 도봉구 창동 10 105호,숯불구이 전문점(낭만)
영업/정상,서울특별시 도봉구 창동 134-36 우림빌딩 114호,봉구비어
영업/정상,서울특별시 도봉구 창동 826 북한산한신휴플러스아파트 104동 104호,계화가
영업/정상,서울특별시 도봉구 창동 657-142번지 지하1층 ,리틀방콕쌍문점
영업/정상,서울특별시 도봉구 창동 286-10 1층,창동두리네순대곱창
영업/정상,서울특별시 도봉구 창동 269-4번지 ,꿀소담
영업/정상,서울특별시 도봉구 창동 731-13번지 지하1층 ,한우투뿔스테이크하우스
영업/정상,서울특별시 도봉구 창동 560-44 ,소담포차
영업/정상,서울특별시 도봉구 창동 651-13번지 1층 ,통큰묵은지찜
영업/정상,서울특별시 도봉구 창동 581-76번지 1층 2-3호,맛나당
영업/정상,서울특별시 도봉구 창동 657-88번지 1층 ,도봉로112길칼국수돈까스
영업/정상,서울특별시 도봉구 창동 812번지 현대타운아파트 101동 102호,맛깔참죽 쌍문역점
영업/정상,서울특별시 도봉구 창동 268-6 1층 ,피자스쿨창5동점
영업/정상,서울특별시 도봉구 창동 6-1 101-1호,십년한우실비집
영업/정상,서울특별시 도봉구 창동 623-33 ,88옛날통닭 신창점
영업/정상,서울특별시 도봉구 창동 338 신원리베르텔 ,오섭생연구소
영업/정상,서울특별시 도봉구 창동 333-2번지 한성빌딩 107호,셀라
영업/정상,서울특별시 도봉구 창동 700-29 2층,송도갈비 수라간 창동점 (주)신화푸드
영업/정상,서울특별시 도봉구 창동 700-29 VIPS 창동점,송도갈비 영빈관 창동점 (주)신화푸드
영업/정상,서울특별시 도봉구 창동 557-9 1층,남원정통추어탕
영업/정상,서울특별시 도봉구 창동 630-5번지 101동 101호일부 ,피자나라치킨공주(창동점)
영업/정상,서울특별시 도봉구 창동 608-77번지 1층 ,곱창김가네
영업/정상,서울특별시 도봉구 창동 14-4 102호,팝치킨
영업/정상,서울특별시 도봉구 창동 562-10번지 1층 ,명품찌개찜
영업/정상,서울특별시 도봉구 창동 659-9번지 1층 ,쌍문동차돌집
영업/정상,서울특별시 도봉구 창동 659-31번지 1층 ,대한해물찜탕
영업/정상,서울특별시 도봉구 창동 828번지 성우스타팰리스 2단지 204동 101호,도참치
영업/정상,서울특별시 도봉구 창동 651-31 1층 ,딥 코브 (DEEP COVE)
영업/정상,서울특별시 도봉구 창동 26번지 동아아파트 ,쉐마
영업/정상,서울특별시 도봉구 창동 7 창동월가타워 104호,봉구스밥버거 앤 텐더크래커
영업/정상,서울특별시 도봉구 창동 651-5 1층,구월십일
영업/정상,서울특별시 도봉구 창동 134-22번지 ,매그넘
영업/정상,서울특별시 도봉구 창동 12번지 1층 ,두레마을우동집
영업/정상,서울특별시 도봉구 창동 651-2 1층 ,이가네미나리삼겹
영업/정상,서울특별시 도봉구 창동 296-7번지 1층 ,광어15000
영업/정상,서울특별시 도봉구 창동 657-56 1층 ,유크리
영업/정상,서울특별시 도봉구 창동 13번지 201호,생활맥주 창동역점
영업/정상,서울특별시 도봉구 창동 516-5 101호,서울회관
영업/정상,서울특별시 도봉구 창동 569-3번지 1층 ,옛날통닭
영업/정상,서울특별시 도봉구 창동 661-38 101호,맘스터치 쌍문역점
영업/정상,서울특별시 도봉구 창동 14번지 창동시티월드 104호,본죽&비빔밥카페 창4동점
영업/정상,서울특별시 도봉구 창동 134-11번지 ,창동숯불돼지갈비
영업/정상,서울특별시 도봉구 창동 1-10번지 농협창동유통센타 ,채선당행복가마솥밥 창동점
영업/정상,서울특별시 도봉구 창동 503-3번지 1층 ,초밥이야기
영업/정상,서울특별시 도봉구 창동 674-32번지 ,번지없는주막
영업/정상,서울특별시 도봉구 창동 655-1 2층 ,행복한양
영업/정상,서울특별시 도봉구 창동 715-27,명인갈비 창동점
영업/정상,서울특별시 도봉구 창동 559-5 ,황제정육식당
영업/정상,서울특별시 도봉구 창동 647-1번지 북한산현대홈시티 ,공감호프 치킨&골뱅이
영업/정상,서울특별시 도봉구 창동 731-34번지 ,포유
영업/정상,서울특별시 도봉구 창동 14번지 창동시티월드 ,코토코토
영업/정상,서울특별시 도봉구 창동 60-4 ,88옛날통닭 창동점
영업/정상,서울특별시 도봉구 창동 292-5 ,영철아
영업/정상,서울특별시 도봉구 창동 657-30 ,자매식당
영업/정상,서울특별시 도봉구 창동 135-26 창동EMART ,홍대쌀국수(이마트창동점)
영업/정상,서울특별시 도봉구 창동 657-118 ,동네식당
영업/정상,서울특별시 도봉구 창동 667-27 1층,나드리슈니첼
영업/정상,서울특별시 도봉구 창동 291-47 1층 ,응급실국물떡볶이 서울창동역점
영업/정상,서울특별시 도봉구 창동 632-61번지 ,모모
영업/정상,서울특별시 도봉구 창동 338번지 신원리베르텔 202~4호,한스친친
영업/정상,서울특별시 도봉구 창동 581-29 1층 ,내사랑호프
영업/정상,서울특별시 도봉구 창동 657-118 1층 ,간판이 쌀국수
영업/정상,서울특별시 도봉구 창동 74-5번지 ,라화쿵부창동역점
영업/정상,서울특별시 도봉구 창동 10번지 2층 2호,수다방
영업/정상,서울특별시 도봉구 창동 504-10번지 ,88켄터키창동점
영업/정상,서울특별시 도봉구 창동 135-26 창동EMART ,(잇팅)엄마밥상
영업/정상,서울특별시 도봉구 창동 578-46번지 ,동숭감자탕 신창시장점
영업/정상,서울특별시 도봉구 창동 731-59 ,자담치킨 창동점
영업/정상,서울특별시 도봉구 창동 621-4번지 노블캐슬오피스텔 ,갓치킨쌍문역점
영업/정상,서울특별시 도봉구 창동 578-45번지 ,족돈&족참
영업/정상,서울특별시 도봉구 창동 601-76번지 ,먹거리방주전부리
영업/정상,서울특별시 도봉구 창동 657-87 ,링링
영업/정상,서울특별시 도봉구 창동 657-97,용만이네의정부부대찌개n볶음
영업/정상,서울특별시 도봉구 창동 254-30 창동그린아파트,홍능참숯불갈비
영업/정상,서울특별시 도봉구 창동 731-59번지 ,메이저푸드
영업/정상,서울특별시 도봉구 창동 825-1 북한산 아이파크 ,챠오밍
영업/정상,서울특별시 도봉구 창동 345-3 ,정원상회
영업/정상,서울특별시 도봉구 창동 557-97 ,419 초밥
영업/정상,서울특별시 도봉구 창동 676-33번지 ,수박생선구이백반
영업/정상,서울특별시 도봉구 창동 333-1 ,철수는 부대찌개 영희는 김치찌개
영업/정상,서울특별시 도봉구 창동 135-28번지 창동 SR스타빌 ,도리뎅뎅
영업/정상,서울특별시 도봉구 창동 700-108 ,스마일닭강정
영업/정상,서울특별시 도봉구 창동 731-66 ,대만오빠
영업/정상,서울특별시 도봉구 창동 731-59번지 ,메이저키친
영업/정상,서울특별시 도봉구 창동 5-1 KING 프라자 ,달술밤
영업/정상,서울특별시 도봉구 창동 568-3번지 ,오늘도
영업/정상,서울특별시 도봉구 창동 5 창동다모아빌딩 ,두바이커피
영업/정상,서울특별시 도봉구 창동 5 창동다모아빌딩 ,NEW창동화로숯불구이
영업/정상,서울특별시 도봉구 창동 657-88번지 ,무궁화로스터즈
영업/정상,서울특별시 도봉구 창동 655-20 흥일빌딩 ,길동우동 쌍문역점
영업/정상,서울특별시 도봉구 창동 254-36 ,아아수혈 창동점
영업/정상,서울특별시 도봉구 창동 13번지 ,꽈백최선생
영업/정상,서울특별시 도봉구 창동 134-2번지 ,돼지네삼겹살
영업/정상,서울특별시 도봉구 창동 12-3 ,더 쌍화 커피
영업/정상,서울특별시 도봉구 창동 674-31 ,88켄터키치킨 쌍문역점
영업/정상,서울특별시 도봉구 창동 135-15 ,점순이하우스
영업/정상,서울특별시 도봉구 창동 731-60 M&W빌딩 ,샐럽핏(saluv.fit)
영업/정상,서울특별시 도봉구 창동 543-9 ,대흥집
영업/정상,서울특별시 도봉구 창동 609-75 대명빌라 ,민셰프
영업/정상,서울특별시 도봉구 창동 3-3 ,홍콩반점창동역점
영업/정상,서울특별시 도봉구 창동 263-8 ,미스터부엌
영업/정상,서울특별시 도봉구 창동 135-14 ,2번출구호프
영업/정상,서울특별시 도봉구 창동 630-10 창동 북한산드림시티 2차 ,카페 엉클
영업/정상,서울특별시 도봉구 창동 484-19 ,또래오래 창동점
영업/정상,서울특별시 도봉구 창동 582-60 ,최고의오리
영업/정상,서울특별시 도봉구 창동 562-25 ,주야별식
영업/정상,서울특별시 도봉구 창동 581-20 ,나이브커피
영업/정상,서울특별시 도봉구 창동 657-49 ,카페라무이
영업/정상,서울특별시 도봉구 창동 657-43 ,패멩(fait main)
영업/정상,서울특별시 도봉구 창동 559-5 ,태양유통
영업/정상,서울특별시 도봉구 창동 601-75,비비큐 창동행복점
영업/정상,서울특별시 도봉구 창동 603-8 ,프레시키친앤그로서리
영업/정상,서울특별시 도봉구 창동 635-2 ,히히베이크
영업/정상,서울특별시 도봉구 창동 3-4 ,리얼파스타 창동점
영업/정상,서울특별시 도봉구 창동 455-10 ,한잔해
영업/정상,서울특별시 도봉구 창동 657-139 ,쌍문육회
영업/정상,서울특별시 도봉구 창동 585-11 한원힐트리움 골든캐슬 ,명가족발보쌈
영업/정상,서울특별시 도봉구 창동 254-24 ,창동회센타
영업/정상,서울특별시 도봉구 창동 338 신원리베르텔 ,뜸들이다 창동점
영업/정상,서울특별시 도봉구 창동 135-14 ,방가네회도매시장
영업/정상,서울특별시 도봉구 창동 569-12 ,오닭꼬치
영업/정상,서울특별시 도봉구 창동 307-2 창동1단지주공아파트 ,진구곱창창동점
영업/정상,서울특별시 도봉구 창동 134-2 ,샹츠마라 창동점
영업/정상,서울특별시 도봉구 창동 263-33 ,엉클두
영업/정상,서울특별시 도봉구 창동 808 동아청솔아파트 지하층 제8호 ,국민낙곱새창동점
영업/정상,서울특별시 도봉구 창동 657-87 ,정식
영업/정상,서울특별시 도봉구 창동 263-7 1층 왼쪽호 ,소담버거 (바이트버거)
영업/정상,서울특별시 도봉구 창동 467-6 ,후니후니
영업/정상,서울특별시 도봉구 창동 715-3 미소애아파트 ,도미노피자 쌍문점
영업/정상,서울특별시 도봉구 창동 557-5 ,수리술술
영업/정상,서울특별시 도봉구 창동 3-4 ,통나무집가정식뷔페
영업/정상,서울특별시 도봉구 창동 743-24 ,88흑염소&착한낙지
영업/정상,서울특별시 도봉구 창동 562-3 ,1%활어&숙성회
영업/정상,서울특별시 도봉구 창동 743-24,(주) 에이텍푸드
영업/정상,서울특별시 도봉구 창동 667-22 아리따움 ,정션
영업/정상,서울특별시 도봉구 창동 607-47,스윗스마일
영업/정상,서울특별시 도봉구 창동 700-72 리솜하우스 ,굽네치킨(창5동점)
영업/정상,서울특별시 도봉구 창동 347-4 주공3단지아파트 ,코리엔탈깻잎두마리치킨&모락로제떡볶이
영업/정상,서울특별시 도봉구 창동 700-33 ,망향비빔국수
영업/정상,서울특별시 도봉구 창동 299 상아1차아파트 ,한끼어때
영업/정상,서울특별시 도봉구 창동 581-27 ,여수 반건조 생선구이(생선가시)
영업/정상,서울특별시 도봉구 창동 569-124 ,죠스떡볶이 신창시장점
영업/정상,서울특별시 도봉구 창동 135-28 창동 SR스타빌 1층 109호 ,주인포차
영업/정상,서울특별시 도봉구 창동 13 1층 102호,창동양곱창
영업/정상,서울특별시 도봉구 창동 562-35 ,윤가네 집밥
영업/정상,서울특별시 도봉구 창동 380-1 주공4단지아파트 ,천호용궁알탕도봉노원점
영업/정상,서울특별시 도봉구 창동 557-97 ,프랭크버거 신창점
영업/정상,서울특별시 도봉구 창동 552-8 1층 우측 ,신창분식
영업/정상,서울특별시 도봉구 창동 659-28 지하 1층 ,희정 커피호프
영업/정상,서울특별시 도봉구 창동 455-1 ,30년 불멸의 닭발
영업/정상,서울특별시 도봉구 창동 676-5 ,샘터카페
영업/정상,서울특별시 도봉구 창동 333-2 한성빌딩 ,라쿵푸 마라탕 창동점
영업/정상,서울특별시 도봉구 창동 296-1 타임프라자 ,1974 달밤
영업/정상,서울특별시 도봉구 창동 823 창동금호어울림아파트 ,만원닭발
영업/정상,서울특별시 도봉구 창동 562-15 ,동근이 숯불 두마리치킨 창동점
영업/정상,서울특별시 도봉구 창동 27-3 주공아파트 19단지 종합상가 204호,광진식당
영업/정상,서울특별시 도봉구 창동 12-1,장꾸모
영업/정상,서울특별시 도봉구 창동 715-3 미소애아파트 ,긴자료코 창동점
영업/정상,서울특별시 도봉구 창동 621-8 삼성그린빌 ,국수&돈까스
영업/정상,서울특별시 도봉구 창동 252 동아빌라 ,고래맥주창고 창동점
영업/정상,서울특별시 도봉구 창동 667-117 ,캇테
영업/정상,서울특별시 도봉구 창동 552-61 ,빽곱창
영업/정상,서울특별시 도봉구 창동 578-68 ,두마리찜닭 두찜 도봉창동점
영업/정상,서울특별시 도봉구 창동 562-15 ,창동 할머니토스트
영업/정상,서울특별시 도봉구 창동 557-6 ,별난솥뚜껑 김치삼겹살
영업/정상,서울특별시 도봉구 창동 657-113 ,세종라멘
영업/정상,서울특별시 도봉구 창동 808 동아청솔아파트 ,죽도령도봉창동점
영업/정상,서울특별시 도봉구 창동 657-123 남양캐슬 ,카페 부기
영업/정상,서울특별시 도봉구 창동 715-3 미소애아파트 ,해등로139
영업/정상,서울특별시 도봉구 창동 826 북한산한신휴플러스아파트,오사카데스 서울창동점
영업/정상,서울특별시 도봉구 창동 607-37 ,마치커피
영업/정상,서울특별시 도봉구 창동 661-55 스마트트라움 ,푸라닭 창2동점
영업/정상,서울특별시 도봉구 창동 657-152 태원빌딩,돈까스짱 쌍문역점
영업/정상,서울특별시 도봉구 창동 5-1 KING 프라자 ,ZINO PIZZA
영업/정상,서울특별시 도봉구 창동 667-117 ,완니
영업/정상,서울특별시 도봉구 창동 16 ,보스턴777
영업/정상,서울특별시 도봉구 창동 135-28 창동 SR스타빌 ,박영희 왕만두 전문점
영업/정상,서울특별시 도봉구 창동 6 ,오늘통닭 창동점
영업/정상,서울특별시 도봉구 창동 651-77 ,합리화
영업/정상,서울특별시 도봉구 창동 27-3 주공아파트 ,도봉푸드
영업/정상,서울특별시 도봉구 창동 424-3 하나타운하우스 ,카페 녹천
영업/정상,서울특별시 도봉구 창동 582-8 ,최이순 홍어무침
영업/정상,서울특별시 도봉구 창동 333-1 ,골목깡통집
영업/정상,서울특별시 도봉구 창동 578-158 ,청춘 회 어시장
영업/정상,서울특별시 도봉구 창동 731-55 ,정담초밥
영업/정상,서울특별시 도봉구 창동 296-1 타임프라자 ,인생맥주
영업/정상,서울특별시 도봉구 창동 33-3 ,초이김밥
영업/정상,서울특별시 도봉구 창동 291-51 ,어로어
영업/정상,서울특별시 도봉구 창동 562-4 ,주장
영업/정상,서울특별시 도봉구 창동 623-40 ,수하리김치찌개 창동대우점
영업/정상,서울특별시 도봉구 창동 661-3 ,인사노
영업/정상,서울특별시 도봉구 창동 601-25 ,빨래골 윤수산
영업/정상,서울특별시 도봉구 창동 455-1 ,두번먹는명인김치찜
영업/정상,서울특별시 도봉구 창동 651-54 스타빌,비에이치씨치킨 쌍문역점
영업/정상,서울특별시 도봉구 창동 537-10 ,레드문 뷰티
영업/정상,서울특별시 도봉구 창동 27-3 주공아파트 ,짜글이 생선김치찜 잘하는집
영업/정상,서울특별시 도봉구 창동 582-60 ,치킨더하기
영업/정상,서울특별시 도봉구 창동 746-53 창동창고시설 ,창동전주식당
영업/정상,서울특별시 도봉구 창동 569-71 ,꼬수비와 빠사기
영업/정상,서울특별시 도봉구 창동 601-2 ,정원가 수제숯불갈비
영업/정상,서울특별시 도봉구 창동 254-24 ,비트윈
영업/정상,서울특별시 도봉구 창동 254-24 ,경성제육 창동점
영업/정상,서울특별시 도봉구 창동 254-24 ,국물에 빠진 두루치기 창동점
영업/정상,서울특별시 도봉구 창동 254-24 ,국밥도감 창동점
영업/정상,서울특별시 도봉구 창동 254-24 ,알쭈 창동점
영업/정상,서울특별시 도봉구 창동 504-2 ,골목집
영업/정상,서울특별시 도봉구 창동 333-1 ,포메인 창동역점
영업/정상,서울특별시 도봉구 창동 5 창동다모아빌딩 ,허선생네 반학년 건조반 생선들
영업/정상,서울특별시 도봉구 창동 553-3 ,가마치통닭 신창시장점
영업/정상,서울특별시 도봉구 창동 3-3,안녕하새우 창동북부점
영업/정상,서울특별시 도봉구 창동 8-1 ,당고개숯불닭갈비
영업/정상,서울특별시 도봉구 창동 557-56 ,현방오백소갈비살 창동점
영업/정상,서울특별시 도봉구 창동 659-1 ,미들리
영업/정상,서울특별시 도봉구 창동 569-78 ,신가네 돌솥비빔밥 전문점
영업/정상,서울특별시 도봉구 창동 557-102 엠마오빌딩 ,장춘칼국수
영업/정상,서울특별시 도봉구 창동 256-3 기원빌딩 ,용용 타코야끼
영업/정상,서울특별시 도봉구 창동 455-1 ,삼호령 고기듬뿍 김치찜
영업/정상,서울특별시 도봉구 창동 455-1 ,삼호령 닭발
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 201-5호,도담
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 201-6호,붉은떡 오색밥
영업/정상,서울특별시 도봉구 창동 254-24 ,꽃피는 곱도리탕 창동점
영업/정상,서울특별시 도봉구 창동 254-24 ,후암동 고기집 창동점
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 ,창동백반
영업/정상,서울특별시 도봉구 창동 338 신원리베르텔 ,배씨상회 창동점
영업/정상,서울특별시 도봉구 창동 492-34 ,황금 부대찌개
영업/정상,서울특별시 도봉구 창동 743-23 창동역 블루핀 2동 102호,우시라멘
영업/정상,서울특별시 도봉구 창동 715-3 미소애아파트 1층 107호,미분당
영업/정상,서울특별시 도봉구 창동 667-5 ,카페 애쉬
영업/정상,서울특별시 도봉구 창동 578-135 ,신창동 닭발이 좋아
영업/정상,서울특별시 도봉구 창동 667-38 1층 ,장단(長短)
영업/정상,서울특별시 도봉구 창동 658-61 ,아카리
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 ,거궁 창동점
영업/정상,서울특별시 도봉구 창동 749-16 한독패밀리타운 ,노모어피자 창동점
영업/정상,서울특별시 도봉구 창동 6 ,마라하오 창동점
영업/정상,서울특별시 도봉구 창동 380-1 주공4단지아파트 ,얼큰국밥 간큰순대 이맛에 반하다
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 ,청담동샤브 씨드큐브창동점
영업/정상,서울특별시 도봉구 창동 254-24 ,김이장 김치찌개&갈비찜 노원점
영업/정상,서울특별시 도봉구 창동 659-32 ,팡이네 분식
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 ,KFC 창동역점
영업/정상,서울특별시 도봉구 창동 557-84 ,햇빛중국식품
영업/정상,서울특별시 도봉구 창동 608-71 ,쌍문동 닭한마리
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 ,오스시
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동,㈜유엑스플러스푸드
영업/정상,서울특별시 도봉구 창동 657-142 ,오봉집 쌍문점
영업/정상,서울특별시 도봉구 창동 581-12 ,좋은날 호프
영업/정상,서울특별시 도봉구 창동 6-1 ,양매력
영업/정상,서울특별시 도봉구 창동 455-1 ,팔분 갈비찜
영업/정상,서울특별시 도봉구 창동 568-4 ,쭈꾸네 꿀삼겹
영업/정상,서울특별시 도봉구 창동 609-165 ,호박가든
영업/정상,서울특별시 도봉구 창동 26 동아아파트 ,긱(GiG)
영업/정상,서울특별시 도봉구 창동 609-57 ,빨간모자 피자 창동점
영업/정상,서울특별시 도봉구 창동 581-47 ,신창 칼국수
영업/정상,서울특별시 도봉구 창동 9-1 ,창동 꿀돼지
영업/정상,서울특별시 도봉구 창동 10 1층 107호,짠한집
영업/정상,서울특별시 도봉구 창동 286-24 ,삼형제 김밥(창동점)
영업/정상,서울특별시 도봉구 창동 743-23 창동역 블루핀 2동 105호,창동153초밥
영업/정상,서울특별시 도봉구 창동 3-4 ,박보영김밥
영업/정상,서울특별시 도봉구 창동 13-2 EQ빌딩,역전우동0410 창동역점
영업/정상,서울특별시 도봉구 창동 291-1 ,콩디망
영업/정상,서울특별시 도봉구 창동 553-6 1층,고향순대국감자탕
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 ,써브웨이 창동역점
영업/정상,서울특별시 도봉구 창동 555-1 1층 ,치킨42.195(창동점)
영업/정상,서울특별시 도봉구 창동 743-23 창동역 블루핀 2동 1층 103호,꼬꼬옛날통닭
영업/정상,서울특별시 도봉구 창동 715-1 1층 ,고기싸롱(도봉보건소사거리점)
영업/정상,서울특별시 도봉구 창동 338 신원리베르텔 2층 201호,티하우스 다茶드림
영업/정상,서울특별시 도봉구 창동 731-53,싸와디키친
영업/정상,서울특별시 도봉구 창동 749-16 한독패밀리타운 ,길동우동 창동아이파크점
영업/정상,서울특별시 도봉구 창동 135-19 1층 ,브리즈커피
영업/정상,서울특별시 도봉구 창동 552-21 1층 ,전주명가
영업/정상,서울특별시 도봉구 창동 808 동아청솔아파트 ,샐러바웃 샐러드&포케&그릭요거트 서울창동점
영업/정상,서울특별시 도봉구 창동 443-13 ,경우가
영업/정상,서울특별시 도봉구 창동 826 북한산한신휴플러스아파트 1층 104동 111호,명인곱도리탕
영업/정상,서울특별시 도봉구 창동 6 ,제니로제 떡볶이
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동,송추가마골 창동지점
영업/정상,서울특별시 도봉구 창동 16 ,미성각
영업/정상,서울특별시 도봉구 창동 341 동진빌리지 상가102동 103호,호미스피자 도봉구점
영업/정상,서울특별시 도봉구 창동 135-28 창동 SR스타빌 1층 101호,맛나네
영업/정상,서울특별시 도봉구 창동 651-77 1층 ,차슈라슈
영업/정상,서울특별시 도봉구 창동 337-2 창동우정빌딩,숯불구이?샤브전문점 기와
영업/정상,서울특별시 도봉구 창동 256-1 ,창동 바베큐통닭
영업/정상,서울특별시 도봉구 창동 661-3 ,무무
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동,애슐리퀸즈 창동씨드큐브점
영업/정상,서울특별시 도봉구 창동 455-1 ,김치찜
영업/정상,서울특별시 도봉구 창동 1-10 농협창동유통센타 ,협동조합 함께밥상
영업/정상,서울특별시 도봉구 창동 518-40 102호,우타로바
영업/정상,서울특별시 도봉구 창동 501-11 ,느린다과
영업/정상,서울특별시 도봉구 창동 3-3 1층 104호,수유리닭집 창동역점
영업/정상,서울특별시 도봉구 창동 518-40 1층 ,파스타 포차 남자
영업/정상,서울특별시 도봉구 창동 630-15 정우빌딩 1층 가동 ,풍년한방삼계탕옻오리
영업/정상,서울특별시 도봉구 창동 552-37 연세빌딩 1층 ,왕짬뽕
영업/정상,서울특별시 도봉구 창동 655-5 1층 ,꼬꼬옛날통닭
영업/정상,서울특별시 도봉구 창동 296-1 타임프라자 ,삼키로(3㎞)
영업/정상,서울특별시 도봉구 창동 731-102 1층 ,귀한족발 쌍문점
영업/정상,서울특별시 도봉구 창동 659-29 삼성쉐르빌퍼스티 1층 103호일부 ,전설의 왕만두(쌍문점)
영업/정상,서울특별시 도봉구 창동 8-1 ,앨리스
영업/정상,서울특별시 도봉구 창동 647-1 북한산현대홈시티 201동 102호,이도보쌈
영업/정상,서울특별시 도봉구 창동 624-1 북한산현대홈시티 ,해바라기
영업/정상,서울특별시 도봉구 창동 715-8 ,회프로
